timestamp,open,high,low,close,volume,symbol,timeframe
2025-07-09 23:00:00,2780.01,2783.16,2766.5,2768.74,17916.5711,ETH/USDT,1h
2025-07-10 00:00:00,2768.74,2773.3,2756.67,2756.67,22418.9129,ETH/USDT,1h
2025-07-10 01:00:00,2756.66,2778.22,2755.5,2774.38,16566.0975,ETH/USDT,1h
2025-07-10 02:00:00,2774.38,2798.0,2773.74,2783.43,31314.4398,ETH/USDT,1h
2025-07-10 03:00:00,2783.42,2790.73,2770.87,2776.13,13401.5429,ETH/USDT,1h
2025-07-10 04:00:00,2776.13,2779.93,2765.53,2779.1,21473.6331,ETH/USDT,1h
2025-07-10 05:00:00,2779.09,2785.28,2772.96,2781.8,17596.6143,ETH/USDT,1h
2025-07-10 06:00:00,2781.8,2799.91,2780.0,2795.7,34070.1515,ETH/USDT,1h
2025-07-10 07:00:00,2795.7,2823.18,2787.12,2791.09,80241.111,ETH/USDT,1h
2025-07-10 08:00:00,2791.08,2797.0,2783.04,2788.5,38908.5982,ETH/USDT,1h
2025-07-10 09:00:00,2788.5,2790.0,2774.78,2778.23,14605.804,ETH/USDT,1h
2025-07-10 10:00:00,2778.24,2787.0,2772.0,2784.93,15155.0545,ETH/USDT,1h
2025-07-10 11:00:00,2784.93,2784.93,2773.12,2778.69,11864.9606,ETH/USDT,1h
2025-07-10 12:00:00,2778.69,2780.25,2767.67,2778.74,22463.9661,ETH/USDT,1h
2025-07-10 13:00:00,2778.73,2795.0,2772.57,2784.81,30485.229,ETH/USDT,1h
2025-07-10 14:00:00,2784.81,2792.62,2758.78,2776.51,32559.7864,ETH/USDT,1h
2025-07-10 15:00:00,2776.51,2777.17,2759.27,2769.32,19074.5878,ETH/USDT,1h
2025-07-10 16:00:00,2769.32,2813.01,2769.03,2808.3,56582.8504,ETH/USDT,1h
2025-07-10 17:00:00,2808.3,2834.96,2802.0,2830.37,59199.9082,ETH/USDT,1h
2025-07-10 18:00:00,2830.38,2840.69,2795.78,2811.39,38894.1558,ETH/USDT,1h
2025-07-10 19:00:00,2811.39,2821.88,2806.75,2816.21,20195.1126,ETH/USDT,1h
2025-07-10 20:00:00,2816.21,2826.49,2813.13,2818.56,15450.0127,ETH/USDT,1h
2025-07-10 21:00:00,2818.56,3000.0,2817.16,2972.17,229181.3248,ETH/USDT,1h
2025-07-10 22:00:00,2972.17,2978.8,2952.44,2973.88,72703.3619,ETH/USDT,1h
2025-07-10 23:00:00,2973.88,2974.63,2935.46,2951.29,37488.854,ETH/USDT,1h
2025-07-11 00:00:00,2951.29,2958.0,2913.75,2937.17,45725.2684,ETH/USDT,1h
2025-07-11 01:00:00,2937.17,2957.24,2933.55,2955.09,30329.2362,ETH/USDT,1h
2025-07-11 02:00:00,2955.08,2968.88,2952.0,2965.15,32009.8686,ETH/USDT,1h
2025-07-11 03:00:00,2965.15,2975.0,2957.36,2969.74,21921.89,ETH/USDT,1h
2025-07-11 04:00:00,2969.75,2971.21,2946.02,2970.23,20168.6857,ETH/USDT,1h
2025-07-11 05:00:00,2970.24,3029.55,2967.7,3004.87,85692.2067,ETH/USDT,1h
2025-07-11 06:00:00,3004.88,3026.75,2985.75,2989.2,50182.4058,ETH/USDT,1h
2025-07-11 07:00:00,2989.2,3002.78,2966.77,2968.49,49385.7171,ETH/USDT,1h
2025-07-11 08:00:00,2968.81,3008.52,2963.51,3003.33,35278.533,ETH/USDT,1h
2025-07-11 09:00:00,3003.32,3040.15,2996.45,3014.99,53504.4903,ETH/USDT,1h
2025-07-11 10:00:00,3015.0,3015.05,2992.03,3002.99,45862.042,ETH/USDT,1h
2025-07-11 11:00:00,3003.0,3006.0,2968.6,2984.0,41833.8683,ETH/USDT,1h
2025-07-11 12:00:00,2984.01,2993.25,2970.11,2986.39,30807.1571,ETH/USDT,1h
2025-07-11 13:00:00,2986.39,3009.64,2975.26,3002.85,46670.0895,ETH/USDT,1h
2025-07-11 14:00:00,3002.86,3006.6,2980.73,2988.73,35628.205,ETH/USDT,1h
2025-07-11 15:00:00,2988.73,2996.5,2939.36,2951.09,69963.8478,ETH/USDT,1h
2025-07-11 16:00:00,2951.09,2972.19,2936.46,2967.54,50682.3639,ETH/USDT,1h
2025-07-11 17:00:00,2967.54,2999.57,2964.0,2993.31,27821.1189,ETH/USDT,1h
2025-07-11 18:00:00,2993.31,2998.92,2983.51,2995.57,15746.0804,ETH/USDT,1h
2025-07-11 19:00:00,2995.58,3010.39,2978.44,3007.6,26928.4944,ETH/USDT,1h
2025-07-11 20:00:00,3007.6,3010.0,2973.61,2974.8,20604.9901,ETH/USDT,1h
2025-07-11 21:00:00,2974.8,2996.5,2957.27,2966.44,25249.1868,ETH/USDT,1h
2025-07-11 22:00:00,2966.43,2971.3,2923.32,2950.49,34803.6024,ETH/USDT,1h
2025-07-11 23:00:00,2950.49,2961.06,2949.0,2958.22,10039.8205,ETH/USDT,1h
2025-07-12 00:00:00,2958.21,2966.9,2932.0,2952.49,18031.6378,ETH/USDT,1h
2025-07-12 01:00:00,2952.5,2966.5,2952.49,2958.58,12855.2312,ETH/USDT,1h
2025-07-12 02:00:00,2958.58,2970.85,2954.03,2956.64,9553.5497,ETH/USDT,1h
2025-07-12 03:00:00,2956.64,2968.73,2955.09,2966.09,7329.1902,ETH/USDT,1h
2025-07-12 04:00:00,2966.1,2968.6,2937.7,2951.47,17614.0449,ETH/USDT,1h
2025-07-12 05:00:00,2951.46,2957.69,2943.62,2952.81,10605.1378,ETH/USDT,1h
2025-07-12 06:00:00,2952.8,2963.0,2945.1,2959.87,10883.852,ETH/USDT,1h
2025-07-12 07:00:00,2959.87,2977.94,2959.06,2962.85,15636.0059,ETH/USDT,1h
2025-07-12 08:00:00,2962.84,2970.0,2957.51,2966.74,14872.2339,ETH/USDT,1h
2025-07-12 09:00:00,2966.74,2976.67,2962.11,2974.08,10665.6415,ETH/USDT,1h
2025-07-12 10:00:00,2974.08,2979.62,2967.28,2975.82,9058.4376,ETH/USDT,1h
2025-07-12 11:00:00,2975.82,2979.78,2961.21,2963.39,13720.8664,ETH/USDT,1h
2025-07-12 12:00:00,2963.39,2967.59,2917.42,2943.31,34200.953,ETH/USDT,1h
2025-07-12 13:00:00,2943.3,2943.3,2917.98,2939.79,27029.9569,ETH/USDT,1h
2025-07-12 14:00:00,2939.8,2949.46,2923.78,2928.3,17011.644,ETH/USDT,1h
2025-07-12 15:00:00,2928.31,2931.2,2903.85,2916.05,35521.2833,ETH/USDT,1h
2025-07-12 16:00:00,2916.05,2935.28,2910.49,2924.49,17291.8707,ETH/USDT,1h
2025-07-12 17:00:00,2924.49,2943.29,2921.5,2941.27,10460.0033,ETH/USDT,1h
2025-07-12 18:00:00,2941.27,2944.69,2935.75,2942.37,7345.2338,ETH/USDT,1h
2025-07-12 19:00:00,2942.36,2945.83,2934.29,2941.18,7777.6035,ETH/USDT,1h
2025-07-12 20:00:00,2941.18,2943.05,2917.02,2917.02,13941.3893,ETH/USDT,1h
2025-07-12 21:00:00,2917.02,2939.92,2915.0,2939.19,10628.3474,ETH/USDT,1h
2025-07-12 22:00:00,2939.2,2940.99,2925.65,2938.05,8201.6323,ETH/USDT,1h
2025-07-12 23:00:00,2938.05,2948.0,2930.74,2943.28,8649.1413,ETH/USDT,1h
2025-07-13 00:00:00,2943.29,2950.0,2936.49,2944.89,8740.1701,ETH/USDT,1h
2025-07-13 01:00:00,2944.9,2953.0,2939.3,2949.57,9976.7929,ETH/USDT,1h
2025-07-13 02:00:00,2949.57,2960.7,2938.5,2954.01,7779.9421,ETH/USDT,1h
2025-07-13 03:00:00,2954.01,2958.88,2948.62,2955.1,5914.6835,ETH/USDT,1h
2025-07-13 04:00:00,2955.11,2959.52,2951.39,2958.67,5974.9211,ETH/USDT,1h
2025-07-13 05:00:00,2958.67,2963.4,2949.89,2950.66,7997.5721,ETH/USDT,1h
2025-07-13 06:00:00,2950.66,2967.97,2949.64,2959.82,8356.3935,ETH/USDT,1h
2025-07-13 07:00:00,2959.83,2965.66,2956.49,2962.94,6992.495,ETH/USDT,1h
2025-07-13 08:00:00,2962.95,2964.45,2951.8,2955.88,10738.4021,ETH/USDT,1h
2025-07-13 09:00:00,2955.89,2957.42,2944.49,2949.29,7337.3378,ETH/USDT,1h
2025-07-13 10:00:00,2949.29,2957.21,2945.63,2948.45,5132.7938,ETH/USDT,1h
2025-07-13 11:00:00,2948.46,2965.66,2948.46,2964.58,10568.9353,ETH/USDT,1h
2025-07-13 12:00:00,2964.57,2993.76,2958.92,2986.06,26850.14,ETH/USDT,1h
2025-07-13 13:00:00,2986.07,2990.89,2973.54,2985.61,14929.5515,ETH/USDT,1h
